PRODUTOS,CARACTERISTICAS
07-20-6553-8259,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6586-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6594-09561,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: FLARE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6944-09792,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: TROPICAL;ESTILO: FESTIVO;}
07-20-6640-8259,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6652-09601,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
07-20-6669-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_VERTICAL;ESTILO: SOCIAL;}
07-20-6649-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6657-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6638-09258,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6550-09253,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-7031-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6435-0005,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: N/A;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6715-0005,{COMPRIMENTO_SAIA: JOELHO;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: ASSIMETRICA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6663-6048,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: SIM;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6833-09812,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6581-04501,{COMPRIMENTO_SAIA: MEIO_CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6810-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6632-8259,{COMPRIMENTO_SAIA: JOELHO;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: KIMONO;MODELAGEM_SAIA: ASSIMETRICA;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6452-01011,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6339-09245,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
07-20-6337-0003,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: CASUAL;}
07-20-6450-2028,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6355-09253,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: U;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: CASUAL;}
07-20-6744-00005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: GEOMETRICO;ESTILO: CASUAL;}
07-20-6794-09281,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6332-0005,{COMPRIMENTO_SAIA: MEIO_COXA; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: N/A; MODELAGEM_SAIA: REGULAR; FENDA_PERNA: SIM; DECOTE_OU_GOLA: POLO; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
07-20-6555-0005,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6448-0005,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: FESTIVO;}
07-20-6333-09253,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: U;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
07-20-6437-09255,{COMPRIMENTO_SAIA: MEIO_MENGANNA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6451-8259,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6617-09550,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-20-6618-09634,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: CORACAO;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: XADREZ;ESTILO: FESTIVO;}
07-20-6658-09566,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: GEOMETRICO;ESTILO: FESTIVO;}
07-20-6933-09905,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: SOCIAL;}
07-20-6500-09251,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
07-20-6221-0005,{COMPRIMENTO_SAIA: JOELHO;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-7035-09819,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: AMPLA;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: OMBRO_UNICO;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: POA;ESTILO: FESTIVO;}
07-20-6413-09542,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
07-99-0036-09260,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
07-20-6728-0003,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: CORACAO;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6065-0003,{COMPRIMENTO_SAIA: MEIO_CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: CORACAO;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6582-09249,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: BUFANTE;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6572-09257,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: ASSIMETRICA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: LILÁS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6571-09244,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6568-5471,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_SAIA;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6752-0003,{COMPRIMENTO_SAIA: MINI;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6385-01011,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6495-09244,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: EVASÊ;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6496-6262,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6356-09557,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: FESTIVO;}
07-20-6382-09607,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: POA;ESTILO: FESTIVO;}
07-20-6646-0005,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: N/A;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
07-20-6725-09253,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: N/A;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-7036-03023,{COMPRIMENTO_SAIA: MEIO_COXA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: ASSIMETRICA;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: SIM_NA_SAIA;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
07-20-6479-6262,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: RETO;AMARRACAO: SIM_NO_BUSTO;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6447-09252,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;MODELAGEM_SAIA: N/A;FENDA_PERNA: SIM;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
07-20-6443-09249,{COMPRIMENTO_SAIA: CALCANHAR;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: OMBRO_UNICO;MODELAGEM_SAIA: REGULAR;FENDA_PERNA: SIM;DECOTE_OU_GOLA: U;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
